Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], |S30| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Arg(S30) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], Delay 0>3 [s], |Z0| [Ohm] , Arg(Z0) [-]
2.000000e+08, 6.921172e-02, 1.037450e+00, 2.580884e-02, 7.414629e-03, 2.939454e+00, -2.196031e-01, 1.429831e+00, -9.702289e-01, 1.392530e-10, 1.768245e-10, 1.123463e-10, 4.049949e-10, 4.365143e+01, 2.791709e-02
2.038000e+08, 6.908883e-02, 1.037445e+00, 2.627750e-02, 7.564859e-03, 2.936129e+00, -2.238250e-01, 1.427149e+00, -9.798986e-01, 1.395420e-10, 1.767543e-10, 1.123628e-10, 4.026340e-10, 4.366610e+01, 2.831878e-02
2.076000e+08, 6.896384e-02, 1.037441e+00, 2.674492e-02, 7.715083e-03, 2.932797e+00, -2.280452e-01, 1.424466e+00, -9.895120e-01, 1.398076e-10, 1.766866e-10, 1.123848e-10, 4.003211e-10, 4.368101e+01, 2.871858e-02
2.114000e+08, 6.883675e-02, 1.037436e+00, 2.721106e-02, 7.865292e-03, 2.929459e+00, -2.322638e-01, 1.421783e+00, -9.990701e-01, 1.400512e-10, 1.766213e-10, 1.124123e-10, 3.980532e-10, 4.369617e+01, 2.911636e-02
2.152000e+08, 6.870757e-02, 1.037432e+00, 2.767591e-02, 8.015473e-03, 2.926115e+00, -2.364809e-01, 1.419099e+00, -1.008574e+00, 1.402738e-10, 1.765583e-10, 1.124454e-10, 3.958274e-10, 4.371157e+01, 2.951202e-02
2.190000e+08, 6.857631e-02, 1.037428e+00, 2.813944e-02, 8.165615e-03, 2.922766e+00, -2.406964e-01, 1.416414e+00, -1.018025e+00, 1.404767e-10, 1.764974e-10, 1.124842e-10, 3.936413e-10, 4.372721e+01, 2.990542e-02
2.228000e+08, 6.844298e-02, 1.037423e+00, 2.860163e-02, 8.315707e-03, 2.919412e+00, -2.449104e-01, 1.413728e+00, -1.027423e+00, 1.406607e-10, 1.764385e-10, 1.125287e-10, 3.914927e-10, 4.374309e+01, 3.029647e-02
2.266000e+08, 6.830758e-02, 1.037419e+00, 2.906246e-02, 8.465738e-03, 2.916054e+00, -2.491231e-01, 1.411042e+00, -1.036771e+00, 1.408269e-10, 1.763815e-10, 1.125790e-10, 3.893795e-10, 4.375920e+01, 3.068505e-02
2.304000e+08, 6.817012e-02, 1.037415e+00, 2.952190e-02, 8.615697e-03, 2.912691e+00, -2.533344e-01, 1.408354e+00, -1.046068e+00, 1.409760e-10, 1.763263e-10, 1.126352e-10, 3.872999e-10, 4.377555e+01, 3.107107e-02
2.342000e+08, 6.803062e-02, 1.037411e+00, 2.997993e-02, 8.765573e-03, 2.909325e+00, -2.575444e-01, 1.405664e+00, -1.055315e+00, 1.411087e-10, 1.762728e-10, 1.126974e-10, 3.852522e-10, 4.379213e+01, 3.145443e-02
